brand;circle;region;area;branch;micro_cluster;outlet_code;outlet_name;dse_code;dse_category;saldo_mtd;saldo_lmtd;lowstock_flag_mtd;lowstock_flag_lmtd;sellin_mtd;sellin_lmtd;ga_mtd;ga_lmtd;flag_100mb_usg_mtd;flag_500mb_usg_mtd;tag_n_go_hit;tag_n_go_cashback;tag_n_go_desa_hit;tag_n_go_desa_cashback;tag_n_go_voucher_desa_hit;tag_n_go_voucher_cashback;seru_hit;seru_cashback;cuanbooster_hit;cuanbooster_cashback;cvm_hit;cvm_cashback;lombok_hit;lombok_cashback;biometric_mtd;biometric_lmtd;flag_500mb_usg_lmtd;tag_n_go_3id_manual_hit;tag_n_go_3id_manual_cashback;tag_n_go_biometrik_hit;tag_n_go_biometrik_cashback;unique_participant_program;participant program;;;MC;ID;Nama
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17754025;Kios rafli;DSE1193-2;PJP DSE;44725;139675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17560665;Fois cell;DSE1193-2;PJP DSE;309472;20911,99;0;0;0;0;1;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17614358;MTK CELL;DSE1193-2;PJP DSE;107427,05;123487,15;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17758901;Kios Wudi;DSE1193-2;PJP DSE;358706;417556;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17612727;Nandocell;DSE1193-2;PJP DSE;261590;261870;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17599093;Roy;DSE1193-2;PJP DSE;658734,24;400314,47;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17596725;KEMBAR CELL;DSE1193-2;PJP DSE;3008010;5870;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17640520;Aury;DSE1193-2;PJP DSE;10850;72600;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17741626;D cell;DSE1193-2;PJP DSE;171176,78;247837,78;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17613643;Wahula cell;DSE1193-2;PJP DSE;92746,25;208718,09;0;0;8;0;3;2;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17642951;Marsel cell;DSE1193-2;PJP DSE;501850;501850;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17737671;Caca cell;DSE1193-2;PJP DSE;92394,5;137944;0;0;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17640483;Rosita cell;DSE1193-2;PJP DSE;102500;102250,01;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17652008;Bandung Utama Mart;DSE1193-2;PJP DSE;50155;282155,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17561934;Redline shop cell;DSE1193-2;PJP DSE;96188,26;317991,33;0;0;0;0;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17690274;Duta1 cell;DSE1193-2;PJP DSE;628967;710937,01;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17561212;Haatif;DSE1193-2;PJP DSE;545072,91;765142,8;0;0;12;0;2;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;4;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17613024;Kios Restu abang;DSE1193-2;PJP DSE;285369,53;316379,54;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17560260;Fisa cell;DSE1193-2;PJP DSE;78798,29;49491,03;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17561242;Bagus ponsel Cell;DSE1193-2;PJP DSE;108625;108750;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17717131;Mehan cell;DSE1193-2;PJP DSE;150620;160390;0;0;0;0;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17561649;BMFR cell;DSE1193-2;PJP DSE;138046;218995,86;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17737233;Putra tunggal;DSE1193-2;PJP DSE;90118,5;188767,5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17561175;Arka cell;DSE1193-2;PJP DSE;26879,28;68054,93;0;0;0;1;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17640474;Aryn cell;DSE1193-2;PJP DSE;103000;102500;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17662010;K cell;DSE1193-2;PJP DSE;570184,48;272810,89;0;0;0;0;3;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;3;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17610402;KIOS DEFANO;DSE1193-2;PJP DSE;152099;216147,05;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17560270;Nur cell;DSE1193-2;PJP DSE;2401608,15;1567546,22;0;0;23;9;11;6;9;9;6;18000;0;0;0;0;0;0;0;0;0;0;0;0;10;6;6;0;0;2;10000;8;6;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17738525;Kiano cell;DSE1193-3;PJP DSE;193650;193650;0;0;0;0;3;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;1;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17811747;Yuni Cell;DSE1193-3;PJP DSE;10000;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17674698;Agent_NTT_SMKN1WaeRii_Tono;DSE1193-3;PJP DSE;18050;17450;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17633303;Ahya Cell;DSE1193-3;PJP DSE;226604;38458,96;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17577898;Gio cell;DSE1193-3;PJP DSE;1625360;14340,01;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17615299;Rana mese cell;DSE1193-3;PJP DSE;273455;46240,23;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17622171;Imus wero cell;DSE1193-3;PJP DSE;106420,03;107120,03;0;0;0;0;2;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17642733;Wijaya Cell;DSE1193-3;PJP DSE;298615;2765,01;0;1;5;3;4;0;4;4;3;9000;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;3;3;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17612597;EDI Cell;DSE1193-3;PJP DSE;125373,06;127683,08;0;0;0;0;2;3;2;2;2;6000;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;0;0;0;0;2;2;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17611464;Kios sira;DSE1193-3;PJP DSE;521166,03;620457,1;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17781077;Kios Lian putra;DSE1193-3;PJP DSE;150000;150000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17610694;Golocuru cell;DSE1193-3;PJP DSE;438725,06;370583,07;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17644391;Pandawa Cell 2;DSE1193-3;PJP DSE;404355,89;563087,26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17613286;INPIAN CELL;DSE1193-3;PJP DSE;922156,2;439350,74;0;0;11;0;1;0;1;1;2;6000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17560597;Bintaro cell;DSE1193-3;PJP DSE;82144,31;151534,65;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17620625;Ubeth Cell;DSE1193-3;PJP DSE;101994;102120,06;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17579308;Rangga cell;DSE1193-3;PJP DSE;315366,52;759067,46;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17562138;Indri watu cell;DSE1193-3;PJP DSE;274606;253693,05;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17596535;DITE Cell;DSE1193-3;PJP DSE;633041,06;1290798,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17620633;Mitra Topindo Ranaka;DSE1193-3;PJP DSE;108995;109294,74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17666981;Alexandria;DSE1193-3;PJP DSE;136302,26;136716,26;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17613577;RAFIF CELL;DSE1193-3;PJP DSE;283750,22;134672,55;0;0;35;0;9;0;8;8;8;24000;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;8;8;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17666402;Alvisia Cell;DSE1193-3;PJP DSE;107196;107500;0;0;0;0;3;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17718715;JT  cell;DSE1193-3;PJP DSE;484115;545540;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17613340;ATHAN CELL;DSE1193-3;PJP DSE;182300,41;64118,58;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17633017;JESLIN CELL;DSE1193-3;PJP DSE;112301;176153,01;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17616286;TIARA CELL;DSE1193-3;PJP DSE;128313;149405,03;0;0;0;0;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17609443;Cahya cell;DSE1193-3;PJP DSE;792726,75;61135,4;0;0;20;0;9;2;9;9;2;30000;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;0;0;0;0;2;2;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17666173;Natalia Putri;DSE1193-3;PJP DSE;658277,6;658477,6;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17614759;Monetana cell;DSE1193-3;PJP DSE;546161,01;323886,75;0;0;9;0;1;2;0;0;1;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;1;1;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17587518;AHSAN CELL;DSE1193-3;PJP DSE;1097209,2;1488522,85;0;0;21;0;11;6;9;8;6;18000;0;0;0;0;0;0;0;0;0;0;0;0;17;6;6;0;0;4;20000;10;6;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17561709;Nurfy cell;DSE1193-3;PJP DSE;16508,08;12048,95;0;0;0;0;1;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17612645;Edi cell;DSE1193-3;PJP DSE;106910,5;137666,55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17808325;Putra waka cell;DSE1193-3;PJP DSE;29820;73000;0;0;0;0;2;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17562872;Surya Cell 3;DSE1193-3;PJP DSE;684978,23;813944,95;0;0;10;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17666395;Efra  Cell;DSE1193-3;PJP DSE;24552,5;262302,5;0;0;0;0;7;4;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;4;4;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17625104;Alona Cell;DSE1193-3;PJP DSE;123099,94;161849,94;0;0;0;0;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;5;4;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17666211;Marsela Cell;DSE1193-3;PJP DSE;245085,46;431406,46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17644750;Lando cell;DSE1193-3;PJP DSE;152886;208596,02;0;0;4;0;1;4;1;1;1;3000;0;0;0;0;0;0;0;0;0;0;0;0;1;4;4;0;0;2;10000;3;1;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17622484;Ali Tailor Cell;DSE1193-3;PJP DSE;128012;112397,98;0;0;0;0;20;0;20;20;17;51000;17;34000;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;34;34;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17675538;LAYTETTA CELL;DSE1193-3;PJP DSE;420672,75;435529,92;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;10000;2;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17620386;Gibran cell;DSE1193-3;PJP DSE;75764;116095,1;0;0;6;0;2;1;2;2;1;3000;0;0;0;0;0;0;0;0;0;0;0;0;6;1;1;0;0;0;0;1;1;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17586431;Nisanaing cell;DSE1193-3;PJP DSE;157382,25;81423,1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17622192;Manfred Cell;DSE1193-3;PJP DSE;154281;171675,02;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17615893;Surya cell 2;DSE1193-3;PJP DSE;282909,65;633920,91;0;0;22;0;2;0;2;2;2;6000;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;2;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17614264;RAHMAT CELL;DSE1193-3;PJP DSE;200722;332192,02;0;0;5;0;1;0;0;0;1;3000;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;1;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17615842;Brily Cell;DSE1193-3;PJP DSE;324658,61;508952,78;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17623610;TIFAH CELL;DSE1193-4;PJP DSE;158038,77;253761,78;0;0;0;0;2;0;2;2;2;6000;0;0;0;0;0;0;0;0;1;2680;0;0;1;0;0;0;0;0;0;3;3;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17623620;NOBITA CELL;DSE1193-4;PJP DSE;156060;156060;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17807944;Arief cell;DSE1193-4;PJP DSE;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17523123;Alien cell;DSE1193-4;PJP DSE;504684,82;98105,81;0;0;1;0;5;3;5;5;2;6000;0;0;0;0;0;0;0;0;7;17280;0;0;3;3;3;0;0;0;0;9;9;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17651763;APOTEK BETHANY;DSE1193-4;PJP DSE;902938,94;412314,18;0;0;9;0;3;0;3;3;1;3000;0;0;0;0;0;0;0;0;14;29167,2;0;0;2;0;0;0;0;0;0;15;15;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17648645;Rey cell;DSE1193-4;PJP DSE;153435;153435;0;0;0;0;3;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17523077;KIOS YEYEN;DSE1193-4;PJP DSE;148146;417234;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;2;4300;0;0;1;1;0;0;0;0;0;2;2;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17620710;LIAN CELL;DSE1193-4;PJP DSE;525029,23;1074789,24;0;0;0;0;3;0;3;3;2;6000;0;0;0;0;0;0;0;0;11;30460;0;0;3;0;0;0;0;0;0;13;13;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17785735;Liyora Cell 2;DSE1193-4;PJP DSE;573181;544425;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;9640;0;0;0;0;0;0;0;0;0;6;6;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17651513;Bandung Utama Reok;DSE1193-4;PJP DSE;135540;136740,07;0;0;0;0;1;0;0;0;1;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17616143;NINI CELL;DSE1193-4;PJP DSE;275379;275679,04;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17651505;Semangat Pagi;DSE1193-4;PJP DSE;314229,91;298309,43;0;0;41;0;5;2;5;4;2;6000;0;0;0;0;0;0;0;0;7;13960;0;0;5;2;2;0;0;2;10000;11;9;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17651714;APOTEK  AQUABELLA;DSE1193-4;PJP DSE;596751,82;70293,92;0;0;0;0;2;0;2;1;1;3000;0;0;0;0;0;0;0;0;12;24440;0;0;1;0;0;0;0;0;0;13;13;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17748255;LIYORA CELL;DSE1193-4;PJP DSE;196164,13;93661,13;0;0;4;0;6;1;5;5;1;3000;0;0;0;0;0;0;0;0;6;12640;0;0;5;1;1;0;0;2;10000;9;7;;;;;
IM3;JAVA;BALI NUSRA;BALI NUSRA;FLORES BARAT;MC-MANGGARAI;17667277;GANEZHA CELL;DSE1193-4;PJP DSE;64657,55;150449,55;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2240;0;0;1;0;0;0;0;0;0;1;1;;;;;
